"ID"	"Module.Assignment"	"New.Module.Assignment"
"4215"	"Zt09_chr_2_00818"	"turquoise"	"M1"
"4216"	"Zt09_chr_2_00819"	"brown"	"M3"
"4217"	"Zt09_chr_2_00820"	"grey"	"M0"
"4218"	"Zt09_chr_2_00821"	"green"	"M5"
"4219"	"Zt09_chr_2_00822"	"grey"	"M0"
"4220"	"Zt09_chr_2_00823"	"grey"	"M0"
"4221"	"Zt09_chr_2_00824"	"pink"	"M8"
"4222"	"Zt09_chr_2_00825"	"purple"	"M10"
"4223"	"Zt09_chr_2_00826"	"blue"	"M2"
"4224"	"Zt09_chr_2_00827"	"green"	"M5"
"4225"	"Zt09_chr_2_00828"	"midnightblue"	"M15"
"4226"	"Zt09_chr_2_00829"	"lightcyan"	"M16"
"4227"	"Zt09_chr_2_00830"	"midnightblue"	"M15"
"4228"	"Zt09_chr_2_00831"	"blue"	"M2"
"4229"	"Zt09_chr_2_00832"	"grey"	"M0"
"4230"	"Zt09_chr_2_00834"	"turquoise"	"M1"
"4231"	"Zt09_chr_2_00835"	"green"	"M5"
"4232"	"Zt09_chr_2_00836"	"blue"	"M2"
"4233"	"Zt09_chr_2_00837"	"darkred"	"M21"
"4234"	"Zt09_chr_2_00838"	"darkred"	"M21"
"4235"	"Zt09_chr_2_00839"	"blue"	"M2"
"4236"	"Zt09_chr_2_00840"	"blue"	"M2"
"4237"	"Zt09_chr_2_00841"	"salmon"	"M13"
"4238"	"Zt09_chr_2_00842"	"lightcyan"	"M16"
"4239"	"Zt09_chr_2_00843"	"darkred"	"M21"
"4240"	"Zt09_chr_2_00844"	"midnightblue"	"M15"
"4241"	"Zt09_chr_2_00845"	"brown"	"M3"
"4242"	"Zt09_chr_2_00846"	"grey"	"M0"
"4243"	"Zt09_chr_2_00847"	"blue"	"M2"
"4244"	"Zt09_chr_2_00848"	"green"	"M5"
"4245"	"Zt09_chr_2_00849"	"brown"	"M3"
"4246"	"Zt09_chr_2_00851"	"brown"	"M3"
"4247"	"Zt09_chr_2_00852"	"grey"	"M0"
"4248"	"Zt09_chr_2_00853"	"darkred"	"M21"
"4249"	"Zt09_chr_2_00854"	"green"	"M5"
"4250"	"Zt09_chr_2_00855"	"grey"	"M0"
"4251"	"Zt09_chr_2_00856"	"midnightblue"	"M15"
"4252"	"Zt09_chr_2_00857"	"brown"	"M3"
"4253"	"Zt09_chr_2_00858"	"blue"	"M2"
"4254"	"Zt09_chr_2_00859"	"turquoise"	"M1"
"4255"	"Zt09_chr_2_00860"	"lightgreen"	"M18"
"4256"	"Zt09_chr_2_00861"	"red"	"M6"
"4257"	"Zt09_chr_2_00862"	"pink"	"M8"
"4258"	"Zt09_chr_2_00863"	"turquoise"	"M1"
"4259"	"Zt09_chr_2_00865"	"brown"	"M3"
"4260"	"Zt09_chr_2_00866"	"turquoise"	"M1"
"4261"	"Zt09_chr_2_00867"	"grey"	"M0"
"4262"	"Zt09_chr_2_00868"	"green"	"M5"
"4263"	"Zt09_chr_2_00869"	"brown"	"M3"
"4264"	"Zt09_chr_2_00870"	"pink"	"M8"
"4265"	"Zt09_chr_2_00871"	"darkturquoise"	"M23"
"4266"	"Zt09_chr_2_00872"	"red"	"M6"
"4267"	"Zt09_chr_2_00873"	"blue"	"M2"
"4268"	"Zt09_chr_2_00874"	"blue"	"M2"
"4269"	"Zt09_chr_2_00875"	"brown"	"M3"
"4270"	"Zt09_chr_2_00876"	"grey"	"M0"
"4271"	"Zt09_chr_2_00877"	"green"	"M5"
"4272"	"Zt09_chr_2_00878"	"green"	"M5"
"4273"	"Zt09_chr_2_00879"	"midnightblue"	"M15"
"4274"	"Zt09_chr_2_00880"	"brown"	"M3"
"4275"	"Zt09_chr_2_00881"	"grey"	"M0"
"4276"	"Zt09_chr_2_00882"	"blue"	"M2"
"4277"	"Zt09_chr_2_00883"	"red"	"M6"
"4278"	"Zt09_chr_2_00884"	"greenyellow"	"M11"
"4279"	"Zt09_chr_2_00885"	"grey"	"M0"
"4280"	"Zt09_chr_2_00886"	"grey"	"M0"
"4281"	"Zt09_chr_2_00887"	"pink"	"M8"
"4282"	"Zt09_chr_2_00888"	"pink"	"M8"
"4283"	"Zt09_chr_2_00889"	"blue"	"M2"
"4284"	"Zt09_chr_2_00890"	"turquoise"	"M1"
"4285"	"Zt09_chr_2_00891"	"red"	"M6"
"4286"	"Zt09_chr_2_00892"	"blue"	"M2"
"4287"	"Zt09_chr_2_00893"	"green"	"M5"
"4288"	"Zt09_chr_2_00894"	"brown"	"M3"
"4289"	"Zt09_chr_2_00895"	"red"	"M6"
"4290"	"Zt09_chr_2_00896"	"green"	"M5"
"4291"	"Zt09_chr_2_00897"	"grey"	"M0"
"4292"	"Zt09_chr_2_00898"	"brown"	"M3"
"4293"	"Zt09_chr_2_00899"	"lightcyan"	"M16"
"4294"	"Zt09_chr_2_00900"	"green"	"M5"
"4295"	"Zt09_chr_2_00901"	"purple"	"M10"
"4296"	"Zt09_chr_2_00902"	"grey"	"M0"
"4297"	"Zt09_chr_2_00903"	"green"	"M5"
"4298"	"Zt09_chr_2_00904"	"grey"	"M0"
"4299"	"Zt09_chr_2_00905"	"darkorange"	"M26"
"4300"	"Zt09_chr_2_00908"	"brown"	"M3"
"4301"	"Zt09_chr_2_00909"	"midnightblue"	"M15"
"4302"	"Zt09_chr_2_00910"	"grey"	"M0"
"4303"	"Zt09_chr_2_00912"	"grey"	"M0"
"4304"	"Zt09_chr_2_00913"	"turquoise"	"M1"
"4305"	"Zt09_chr_2_00914"	"grey"	"M0"
"4306"	"Zt09_chr_2_00915"	"grey"	"M0"
"4307"	"Zt09_chr_2_00916"	"brown"	"M3"
"4308"	"Zt09_chr_2_00917"	"green"	"M5"
"4309"	"Zt09_chr_2_00918"	"grey"	"M0"
"4310"	"Zt09_chr_2_00919"	"brown"	"M3"
"4311"	"Zt09_chr_2_00920"	"grey"	"M0"
"4312"	"Zt09_chr_2_00921"	"turquoise"	"M1"
"4313"	"Zt09_chr_2_00922"	"brown"	"M3"
"4314"	"Zt09_chr_2_00923"	"turquoise"	"M1"
"4315"	"Zt09_chr_2_00924"	"grey"	"M0"
"4316"	"Zt09_chr_2_00925"	"green"	"M5"
"4317"	"Zt09_chr_2_00926"	"grey"	"M0"
"4318"	"Zt09_chr_2_00927"	"midnightblue"	"M15"
"4319"	"Zt09_chr_2_00930"	"green"	"M5"
"4320"	"Zt09_chr_2_00931"	"grey"	"M0"
"4321"	"Zt09_chr_2_00932"	"pink"	"M8"
"4322"	"Zt09_chr_2_00933"	"midnightblue"	"M15"
"4323"	"Zt09_chr_2_00934"	"green"	"M5"
"4324"	"Zt09_chr_2_00935"	"purple"	"M10"
"4325"	"Zt09_chr_2_00936"	"darkturquoise"	"M23"
"4326"	"Zt09_chr_2_00937"	"pink"	"M8"
"4327"	"Zt09_chr_2_00938"	"midnightblue"	"M15"
"4328"	"Zt09_chr_2_00939"	"green"	"M5"
"4329"	"Zt09_chr_2_00940"	"turquoise"	"M1"
"4330"	"Zt09_chr_2_00942"	"grey"	"M0"
"4331"	"Zt09_chr_2_00943"	"turquoise"	"M1"
"4332"	"Zt09_chr_2_00944"	"turquoise"	"M1"
"4333"	"Zt09_chr_2_00945"	"turquoise"	"M1"
"4334"	"Zt09_chr_2_00946"	"blue"	"M2"
"4335"	"Zt09_chr_2_00947"	"midnightblue"	"M15"
"4336"	"Zt09_chr_2_00948"	"midnightblue"	"M15"
"4337"	"Zt09_chr_2_00949"	"lightcyan"	"M16"
"4338"	"Zt09_chr_2_00950"	"grey"	"M0"
"4339"	"Zt09_chr_2_00951"	"pink"	"M8"
"4340"	"Zt09_chr_2_00953"	"turquoise"	"M1"
"4341"	"Zt09_chr_2_00954"	"darkgrey"	"M24"
"4342"	"Zt09_chr_2_00955"	"grey"	"M0"
"4343"	"Zt09_chr_2_00956"	"brown"	"M3"
"4344"	"Zt09_chr_2_00957"	"turquoise"	"M1"
"4345"	"Zt09_chr_2_00958"	"blue"	"M2"
"4346"	"Zt09_chr_2_00959"	"blue"	"M2"
"4347"	"Zt09_chr_2_00960"	"brown"	"M3"
"4348"	"Zt09_chr_2_00961"	"red"	"M6"
"4349"	"Zt09_chr_2_00962"	"lightcyan"	"M16"
"4350"	"Zt09_chr_2_00963"	"brown"	"M3"
"4351"	"Zt09_chr_2_00964"	"grey"	"M0"
"4352"	"Zt09_chr_2_00965"	"midnightblue"	"M15"
"4353"	"Zt09_chr_2_00966"	"grey"	"M0"
"4354"	"Zt09_chr_2_00967"	"cyan"	"M14"
"4355"	"Zt09_chr_2_00968"	"green"	"M5"
"4356"	"Zt09_chr_2_00970"	"red"	"M6"
"4357"	"Zt09_chr_2_00971"	"grey"	"M0"
"4358"	"Zt09_chr_2_00972"	"lightcyan"	"M16"
"4359"	"Zt09_chr_2_00973"	"green"	"M5"
"4360"	"Zt09_chr_2_00974"	"green"	"M5"
"4361"	"Zt09_chr_2_00975"	"grey"	"M0"
"4362"	"Zt09_chr_2_00976"	"purple"	"M10"
"4363"	"Zt09_chr_2_00977"	"midnightblue"	"M15"
"4364"	"Zt09_chr_2_00978"	"greenyellow"	"M11"
"4365"	"Zt09_chr_2_00979"	"turquoise"	"M1"
"4366"	"Zt09_chr_2_00980"	"green"	"M5"
"4367"	"Zt09_chr_2_00981"	"grey"	"M0"
"4368"	"Zt09_chr_2_00982"	"midnightblue"	"M15"
"4369"	"Zt09_chr_2_00983"	"midnightblue"	"M15"
"4370"	"Zt09_chr_2_00984"	"cyan"	"M14"
"4371"	"Zt09_chr_2_00985"	"brown"	"M3"
"4372"	"Zt09_chr_2_00986"	"blue"	"M2"
"4373"	"Zt09_chr_2_00987"	"turquoise"	"M1"
"4374"	"Zt09_chr_2_00988"	"turquoise"	"M1"
"4375"	"Zt09_chr_2_00989"	"turquoise"	"M1"
"4376"	"Zt09_chr_2_00990"	"turquoise"	"M1"
"4377"	"Zt09_chr_2_00991"	"midnightblue"	"M15"
"4378"	"Zt09_chr_2_00992"	"midnightblue"	"M15"
"4379"	"Zt09_chr_2_00993"	"lightcyan"	"M16"
"4380"	"Zt09_chr_2_00994"	"turquoise"	"M1"
"4381"	"Zt09_chr_2_00995"	"grey"	"M0"
"4382"	"Zt09_chr_2_00996"	"darkorange"	"M26"
"4383"	"Zt09_chr_2_00997"	"grey"	"M0"
"4384"	"Zt09_chr_2_00998"	"blue"	"M2"
"4385"	"Zt09_chr_2_01001"	"grey"	"M0"
"4386"	"Zt09_chr_2_01002"	"grey"	"M0"
"4387"	"Zt09_chr_2_01003"	"midnightblue"	"M15"
"4388"	"Zt09_chr_2_01004"	"grey"	"M0"
"4389"	"Zt09_chr_2_01005"	"brown"	"M3"
"4390"	"Zt09_chr_2_01006"	"lightcyan"	"M16"
"4391"	"Zt09_chr_2_01007"	"pink"	"M8"
"4392"	"Zt09_chr_2_01008"	"green"	"M5"
"4393"	"Zt09_chr_2_01009"	"green"	"M5"
"4394"	"Zt09_chr_2_01010"	"green"	"M5"
"4395"	"Zt09_chr_2_01011"	"grey"	"M0"
"4396"	"Zt09_chr_2_01012"	"greenyellow"	"M11"
"4397"	"Zt09_chr_2_01013"	"darkgreen"	"M22"
"4398"	"Zt09_chr_2_01014"	"grey"	"M0"
"4399"	"Zt09_chr_2_01015"	"turquoise"	"M1"
"4400"	"Zt09_chr_2_01016"	"cyan"	"M14"
"4401"	"Zt09_chr_2_01017"	"grey"	"M0"
"4402"	"Zt09_chr_2_01018"	"darkred"	"M21"
"4403"	"Zt09_chr_2_01019"	"red"	"M6"
"4404"	"Zt09_chr_2_01020"	"green"	"M5"
"4405"	"Zt09_chr_2_01021"	"green"	"M5"
"4406"	"Zt09_chr_2_01022"	"turquoise"	"M1"
"4407"	"Zt09_chr_2_01023"	"turquoise"	"M1"
"4408"	"Zt09_chr_2_01024"	"turquoise"	"M1"
"4409"	"Zt09_chr_2_01025"	"purple"	"M10"
"4410"	"Zt09_chr_2_01026"	"pink"	"M8"
"4411"	"Zt09_chr_2_01027"	"turquoise"	"M1"
"4412"	"Zt09_chr_2_01028"	"darkorange"	"M26"
"4413"	"Zt09_chr_2_01029"	"grey"	"M0"
"4414"	"Zt09_chr_2_01030"	"turquoise"	"M1"
"4415"	"Zt09_chr_2_01031"	"grey"	"M0"
"4416"	"Zt09_chr_2_01032"	"grey"	"M0"
"4417"	"Zt09_chr_2_01033"	"grey"	"M0"
"4418"	"Zt09_chr_2_01034"	"grey"	"M0"
"4419"	"Zt09_chr_2_01035"	"blue"	"M2"
"4420"	"Zt09_chr_2_01037"	"salmon"	"M13"
"4421"	"Zt09_chr_2_01038"	"brown"	"M3"
"4422"	"Zt09_chr_2_01040"	"cyan"	"M14"
"4423"	"Zt09_chr_2_01041"	"brown"	"M3"
"4424"	"Zt09_chr_2_01042"	"turquoise"	"M1"
"4425"	"Zt09_chr_2_01043"	"grey"	"M0"
"4426"	"Zt09_chr_2_01044"	"darkturquoise"	"M23"
"4427"	"Zt09_chr_2_01045"	"grey"	"M0"
"4428"	"Zt09_chr_2_01047"	"purple"	"M10"
"4429"	"Zt09_chr_2_01048"	"greenyellow"	"M11"
"4430"	"Zt09_chr_2_01049"	"grey"	"M0"
"4431"	"Zt09_chr_2_01050"	"grey"	"M0"
"4432"	"Zt09_chr_2_01051"	"green"	"M5"
"4433"	"Zt09_chr_2_01052"	"grey"	"M0"
"4434"	"Zt09_chr_2_01053"	"grey"	"M0"
"4435"	"Zt09_chr_2_01054"	"green"	"M5"
"4436"	"Zt09_chr_2_01055"	"midnightblue"	"M15"
"4437"	"Zt09_chr_2_01056"	"grey"	"M0"
"4438"	"Zt09_chr_2_01058"	"greenyellow"	"M11"
"4439"	"Zt09_chr_2_01059"	"darkorange"	"M26"
"4440"	"Zt09_chr_2_01060"	"darkred"	"M21"
"4441"	"Zt09_chr_2_01061"	"purple"	"M10"
"4442"	"Zt09_chr_2_01062"	"grey"	"M0"
"4443"	"Zt09_chr_2_01063"	"purple"	"M10"
"4444"	"Zt09_chr_2_01064"	"blue"	"M2"
"4445"	"Zt09_chr_2_01065"	"grey"	"M0"
"4446"	"Zt09_chr_2_01066"	"grey"	"M0"
"4447"	"Zt09_chr_2_01067"	"lightgreen"	"M18"
"4448"	"Zt09_chr_2_01068"	"brown"	"M3"
"4449"	"Zt09_chr_2_01069"	"darkorange"	"M26"
"4450"	"Zt09_chr_2_01070"	"blue"	"M2"
"4451"	"Zt09_chr_2_01071"	"blue"	"M2"
"4452"	"Zt09_chr_2_01072"	"pink"	"M8"
"4453"	"Zt09_chr_2_01073"	"turquoise"	"M1"
"4454"	"Zt09_chr_2_01074"	"purple"	"M10"
"4455"	"Zt09_chr_2_01075"	"salmon"	"M13"
"4456"	"Zt09_chr_2_01076"	"grey"	"M0"
"4457"	"Zt09_chr_2_01077"	"turquoise"	"M1"
"4458"	"Zt09_chr_2_01079"	"grey"	"M0"
"4459"	"Zt09_chr_2_01080"	"grey"	"M0"
"4460"	"Zt09_chr_2_01081"	"grey"	"M0"
"4461"	"Zt09_chr_2_01082"	"turquoise"	"M1"
"4462"	"Zt09_chr_2_01083"	"salmon"	"M13"
"4463"	"Zt09_chr_2_01084"	"turquoise"	"M1"
"4464"	"Zt09_chr_2_01086"	"grey"	"M0"
"4465"	"Zt09_chr_2_01088"	"grey"	"M0"
"4466"	"Zt09_chr_2_01089"	"green"	"M5"
"4467"	"Zt09_chr_2_01091"	"grey"	"M0"
"4468"	"Zt09_chr_2_01092"	"grey"	"M0"
"4469"	"Zt09_chr_2_01093"	"darkorange"	"M26"
"4470"	"Zt09_chr_2_01094"	"darkorange"	"M26"
"4471"	"Zt09_chr_2_01095"	"midnightblue"	"M15"
"4472"	"Zt09_chr_2_01096"	"grey"	"M0"
"4473"	"Zt09_chr_2_01097"	"turquoise"	"M1"
"4474"	"Zt09_chr_2_01099"	"green"	"M5"
"4475"	"Zt09_chr_2_01100"	"brown"	"M3"
"4476"	"Zt09_chr_2_01101"	"pink"	"M8"
"4477"	"Zt09_chr_2_01102"	"grey"	"M0"
"4478"	"Zt09_chr_2_01106"	"turquoise"	"M1"
"4479"	"Zt09_chr_2_01107"	"green"	"M5"
"4480"	"Zt09_chr_2_01109"	"midnightblue"	"M15"
"4481"	"Zt09_chr_2_01110"	"lightcyan"	"M16"
"4482"	"Zt09_chr_2_01111"	"turquoise"	"M1"
"4483"	"Zt09_chr_2_01112"	"darkorange"	"M26"
"4484"	"Zt09_chr_2_01113"	"green"	"M5"
"4485"	"Zt09_chr_2_01114"	"brown"	"M3"
"4486"	"Zt09_chr_2_01115"	"brown"	"M3"
"4487"	"Zt09_chr_2_01116"	"green"	"M5"
"4488"	"Zt09_chr_2_01117"	"grey"	"M0"
"4489"	"Zt09_chr_2_01118"	"green"	"M5"
"4490"	"Zt09_chr_2_01119"	"brown"	"M3"
"4491"	"Zt09_chr_2_01120"	"grey"	"M0"
"4492"	"Zt09_chr_2_01125"	"green"	"M5"
"4493"	"Zt09_chr_2_01128"	"grey"	"M0"
"4494"	"Zt09_chr_2_01129"	"brown"	"M3"
"4495"	"Zt09_chr_2_01130"	"grey"	"M0"
"4496"	"Zt09_chr_2_01134"	"brown"	"M3"
"4497"	"Zt09_chr_2_01135"	"grey"	"M0"
"4498"	"Zt09_chr_2_01137"	"darkgreen"	"M22"
"4499"	"Zt09_chr_2_01138"	"greenyellow"	"M11"
"4500"	"Zt09_chr_2_01141"	"pink"	"M8"
"4501"	"Zt09_chr_2_01145"	"grey"	"M0"
"4502"	"Zt09_chr_2_01146"	"grey"	"M0"
"4503"	"Zt09_chr_2_01147"	"green"	"M5"
"4504"	"Zt09_chr_2_01148"	"grey"	"M0"
"4505"	"Zt09_chr_2_01149"	"brown"	"M3"
"4506"	"Zt09_chr_2_01150"	"green"	"M5"
"4507"	"Zt09_chr_2_01151"	"green"	"M5"
"4508"	"Zt09_chr_2_01152"	"brown"	"M3"
"4509"	"Zt09_chr_2_01153"	"grey"	"M0"
"4510"	"Zt09_chr_2_01154"	"red"	"M6"
"4511"	"Zt09_chr_2_01155"	"midnightblue"	"M15"
"4512"	"Zt09_chr_2_01157"	"pink"	"M8"
"4513"	"Zt09_chr_2_01158"	"cyan"	"M14"
"4514"	"Zt09_chr_2_01159"	"grey"	"M0"
"4515"	"Zt09_chr_2_01160"	"grey"	"M0"
"4516"	"Zt09_chr_2_01161"	"grey"	"M0"
"4517"	"Zt09_chr_2_01162"	"grey"	"M0"
"4518"	"Zt09_chr_2_01163"	"brown"	"M3"
"4519"	"Zt09_chr_2_01164"	"blue"	"M2"
"4520"	"Zt09_chr_2_01165"	"red"	"M6"
"4521"	"Zt09_chr_2_01168"	"darkred"	"M21"
"4522"	"Zt09_chr_2_01169"	"grey"	"M0"
"4523"	"Zt09_chr_2_01170"	"turquoise"	"M1"
"4524"	"Zt09_chr_2_01171"	"cyan"	"M14"
"4525"	"Zt09_chr_2_01172"	"pink"	"M8"
"4526"	"Zt09_chr_2_01173"	"grey"	"M0"
"4527"	"Zt09_chr_2_01174"	"brown"	"M3"
"4528"	"Zt09_chr_2_01176"	"grey"	"M0"
"4529"	"Zt09_chr_2_01177"	"grey"	"M0"
"4530"	"Zt09_chr_2_01180"	"darkturquoise"	"M23"
"4531"	"Zt09_chr_2_01181"	"lightgreen"	"M18"
"4532"	"Zt09_chr_2_01182"	"darkturquoise"	"M23"
"4533"	"Zt09_chr_2_01183"	"grey"	"M0"
"4534"	"Zt09_chr_2_01185"	"brown"	"M3"
"4535"	"Zt09_chr_2_01186"	"grey"	"M0"
"4536"	"Zt09_chr_2_01187"	"lightgreen"	"M18"
"4537"	"Zt09_chr_2_01188"	"brown"	"M3"
"4538"	"Zt09_chr_2_01189"	"grey"	"M0"
"4539"	"Zt09_chr_2_01195"	"brown"	"M3"
"4540"	"Zt09_chr_2_01196"	"lightgreen"	"M18"
"4541"	"Zt09_chr_2_01197"	"grey"	"M0"
"4542"	"Zt09_chr_2_01198"	"green"	"M5"
"4543"	"Zt09_chr_2_01199"	"turquoise"	"M1"
"4544"	"Zt09_chr_2_01200"	"brown"	"M3"
"4545"	"Zt09_chr_2_01202"	"brown"	"M3"
"4546"	"Zt09_chr_2_01203"	"midnightblue"	"M15"
"4547"	"Zt09_chr_2_01205"	"green"	"M5"
"4548"	"Zt09_chr_2_01206"	"pink"	"M8"
"4549"	"Zt09_chr_2_01207"	"grey"	"M0"
"4550"	"Zt09_chr_2_01208"	"brown"	"M3"
"4551"	"Zt09_chr_2_01209"	"turquoise"	"M1"
"4552"	"Zt09_chr_2_01212"	"grey"	"M0"
"4553"	"Zt09_chr_2_01213"	"brown"	"M3"
"4554"	"Zt09_chr_2_01214"	"brown"	"M3"
"4555"	"Zt09_chr_2_01215"	"purple"	"M10"
"4556"	"Zt09_chr_2_01216"	"grey"	"M0"
"4557"	"Zt09_chr_2_01217"	"green"	"M5"
"4558"	"Zt09_chr_2_01218"	"grey"	"M0"
"4559"	"Zt09_chr_2_01219"	"grey"	"M0"
"4560"	"Zt09_chr_2_01220"	"cyan"	"M14"
"4561"	"Zt09_chr_2_01221"	"green"	"M5"
"4562"	"Zt09_chr_2_01222"	"greenyellow"	"M11"
"4563"	"Zt09_chr_2_01223"	"grey"	"M0"
"4564"	"Zt09_chr_2_01224"	"midnightblue"	"M15"
"4565"	"Zt09_chr_2_01225"	"brown"	"M3"
"4566"	"Zt09_chr_2_01226"	"greenyellow"	"M11"
"4567"	"Zt09_chr_2_01227"	"lightgreen"	"M18"
"4568"	"Zt09_chr_2_01228"	"brown"	"M3"
"4569"	"Zt09_chr_2_01229"	"grey"	"M0"
"4570"	"Zt09_chr_2_01230"	"blue"	"M2"
"4571"	"Zt09_chr_2_01231"	"midnightblue"	"M15"
"4572"	"Zt09_chr_2_01232"	"darkgreen"	"M22"
"4573"	"Zt09_chr_2_01233"	"grey"	"M0"
"4574"	"Zt09_chr_2_01234"	"greenyellow"	"M11"
"4575"	"Zt09_chr_2_01235"	"grey"	"M0"
"4576"	"Zt09_chr_2_01239"	"darkorange"	"M26"
"4577"	"Zt09_chr_2_01240"	"grey"	"M0"
"4578"	"Zt09_chr_2_01242"	"brown"	"M3"
"4579"	"Zt09_chr_2_01244"	"salmon"	"M13"
"4580"	"Zt09_chr_2_01246"	"brown"	"M3"
"4581"	"Zt09_chr_2_01247"	"greenyellow"	"M11"
"4582"	"Zt09_chr_2_01248"	"grey"	"M0"
"4583"	"Zt09_chr_2_01249"	"grey"	"M0"
"4584"	"Zt09_chr_3_00001"	"green"	"M5"
"4585"	"Zt09_chr_3_00002"	"red"	"M6"
"4586"	"Zt09_chr_3_00003"	"midnightblue"	"M15"
"4587"	"Zt09_chr_3_00006"	"grey"	"M0"
"4588"	"Zt09_chr_3_00007"	"pink"	"M8"
"4589"	"Zt09_chr_3_00008"	"green"	"M5"
"4590"	"Zt09_chr_3_00009"	"midnightblue"	"M15"
"4591"	"Zt09_chr_3_00010"	"grey"	"M0"
"4592"	"Zt09_chr_3_00011"	"green"	"M5"
"4593"	"Zt09_chr_3_00012"	"grey"	"M0"
"4594"	"Zt09_chr_3_00013"	"grey"	"M0"
"4595"	"Zt09_chr_3_00014"	"lightcyan"	"M16"
"4596"	"Zt09_chr_3_00018"	"turquoise"	"M1"
"4597"	"Zt09_chr_3_00020"	"cyan"	"M14"
"4598"	"Zt09_chr_3_00024"	"grey"	"M0"
"4599"	"Zt09_chr_3_00025"	"blue"	"M2"
"4600"	"Zt09_chr_3_00026"	"green"	"M5"
"4601"	"Zt09_chr_3_00027"	"lightgreen"	"M18"
"4602"	"Zt09_chr_3_00028"	"grey"	"M0"
"4603"	"Zt09_chr_3_00029"	"grey"	"M0"
"4604"	"Zt09_chr_3_00030"	"brown"	"M3"
"4605"	"Zt09_chr_3_00031"	"turquoise"	"M1"
"4606"	"Zt09_chr_3_00032"	"turquoise"	"M1"
"4607"	"Zt09_chr_3_00034"	"turquoise"	"M1"
"4608"	"Zt09_chr_3_00037"	"turquoise"	"M1"
"4609"	"Zt09_chr_3_00038"	"grey"	"M0"
"4610"	"Zt09_chr_3_00039"	"pink"	"M8"
"4611"	"Zt09_chr_3_00040"	"salmon"	"M13"
"4612"	"Zt09_chr_3_00041"	"blue"	"M2"
"4613"	"Zt09_chr_3_00042"	"turquoise"	"M1"
"4614"	"Zt09_chr_3_00043"	"darkorange"	"M26"
"4615"	"Zt09_chr_3_00044"	"brown"	"M3"
"4616"	"Zt09_chr_3_00045"	"grey"	"M0"
"4617"	"Zt09_chr_3_00046"	"lightgreen"	"M18"
"4618"	"Zt09_chr_3_00047"	"brown"	"M3"
"4619"	"Zt09_chr_3_00048"	"green"	"M5"
"4620"	"Zt09_chr_3_00049"	"brown"	"M3"
"4621"	"Zt09_chr_3_00050"	"red"	"M6"
"4622"	"Zt09_chr_3_00051"	"turquoise"	"M1"
"4623"	"Zt09_chr_3_00052"	"green"	"M5"
"4624"	"Zt09_chr_3_00053"	"grey"	"M0"
"4625"	"Zt09_chr_3_00054"	"blue"	"M2"
"4626"	"Zt09_chr_3_00055"	"grey"	"M0"
"4627"	"Zt09_chr_3_00056"	"grey"	"M0"
"4628"	"Zt09_chr_3_00057"	"cyan"	"M14"
"4629"	"Zt09_chr_3_00058"	"grey"	"M0"
"4630"	"Zt09_chr_3_00059"	"blue"	"M2"
"4631"	"Zt09_chr_3_00060"	"grey"	"M0"
"4632"	"Zt09_chr_3_00061"	"grey"	"M0"
"4633"	"Zt09_chr_3_00062"	"brown"	"M3"
"4634"	"Zt09_chr_3_00063"	"lightgreen"	"M18"
"4635"	"Zt09_chr_3_00064"	"green"	"M5"
"4636"	"Zt09_chr_3_00065"	"grey"	"M0"
"4637"	"Zt09_chr_3_00066"	"darkorange"	"M26"
"4638"	"Zt09_chr_3_00067"	"grey"	"M0"
"4639"	"Zt09_chr_3_00068"	"turquoise"	"M1"
"4640"	"Zt09_chr_3_00069"	"grey"	"M0"
"4641"	"Zt09_chr_3_00070"	"grey"	"M0"
"4642"	"Zt09_chr_3_00071"	"midnightblue"	"M15"
"4643"	"Zt09_chr_3_00074"	"midnightblue"	"M15"
"4644"	"Zt09_chr_3_00075"	"grey"	"M0"
"4645"	"Zt09_chr_3_00076"	"green"	"M5"
"4646"	"Zt09_chr_3_00077"	"pink"	"M8"
"4647"	"Zt09_chr_3_00078"	"grey"	"M0"
"4648"	"Zt09_chr_3_00079"	"brown"	"M3"
"4649"	"Zt09_chr_3_00080"	"brown"	"M3"
"4650"	"Zt09_chr_3_00081"	"lightgreen"	"M18"
"4651"	"Zt09_chr_3_00082"	"turquoise"	"M1"
"4652"	"Zt09_chr_3_00083"	"brown"	"M3"
"4653"	"Zt09_chr_3_00084"	"blue"	"M2"
"4654"	"Zt09_chr_3_00085"	"lightgreen"	"M18"
"4655"	"Zt09_chr_3_00086"	"darkgreen"	"M22"
"4656"	"Zt09_chr_3_00087"	"darkorange"	"M26"
"4657"	"Zt09_chr_3_00088"	"midnightblue"	"M15"
"4658"	"Zt09_chr_3_00089"	"lightgreen"	"M18"
"4659"	"Zt09_chr_3_00090"	"turquoise"	"M1"
"4660"	"Zt09_chr_3_00091"	"pink"	"M8"
"4661"	"Zt09_chr_3_00092"	"green"	"M5"
"4662"	"Zt09_chr_3_00094"	"darkgreen"	"M22"
"4663"	"Zt09_chr_3_00095"	"brown"	"M3"
"4664"	"Zt09_chr_3_00096"	"midnightblue"	"M15"
"4665"	"Zt09_chr_3_00098"	"brown"	"M3"
"4666"	"Zt09_chr_3_00099"	"brown"	"M3"
"4667"	"Zt09_chr_3_00100"	"lightgreen"	"M18"
"4668"	"Zt09_chr_3_00102"	"grey"	"M0"
"4669"	"Zt09_chr_3_00103"	"turquoise"	"M1"
