"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","moduleColour","moduleNumber"
"GO:0019538","protein metabolic process","92/237","349/2102",1.0798109369143e-18,6.07093704531815e-17,5.54429241292837e-17,"MYCGRDRAFT_102005/MYCGRDRAFT_102027/MYCGRDRAFT_98180/MYCGRDRAFT_78124/MYCGRDRAFT_65114/MYCGRDRAFT_89043/MYCGRDRAFT_102197/MYCGRDRAFT_34437/MYCGRDRAFT_102281/MYCGRDRAFT_78410/MYCGRDRAFT_65878/MYCGRDRAFT_98428/MYCGRDRAFT_102365/MYCGRDRAFT_102384/MYCGRDRAFT_31648/MYCGRDRAFT_102406/MYCGRDRAFT_83768/MYCGRDRAFT_53300/MYCGRDRAFT_107344/MYCGRDRAFT_66529/MYCGRDRAFT_66624/MYCGRDRAFT_31968/MYCGRDRAFT_102737/MYCGRDRAFT_102740/MYCGRDRAFT_67117/MYCGRDRAFT_102848/MYCGRDRAFT_33485/MYCGRDRAFT_102881/MYCGRDRAFT_31905/MYCGRDRAFT_102922/MYCGRDRAFT_98880/MYCGRDRAFT_105843/MYCGRDRAFT_101353/MYCGRDRAFT_76399/MYCGRDRAFT_106350/MYCGRDRAFT_101774/MYCGRDRAFT_101782/MYCGRDRAFT_106407/MYCGRDRAFT_50274/MYCGRDRAFT_77629/MYCGRDRAFT_106485/MYCGRDRAFT_106489/MYCGRDRAFT_77845/MYCGRDRAFT_106533/MYCGRDRAFT_67867/Mg68111/MYCGRDRAFT_99059/MYCGRDRAFT_22011/MYCGRDRAFT_99159/MYCGRDRAFT_103329/MYCGRDRAFT_103339/MYCGRDRAFT_68767/MYCGRDRAFT_55708/MYCGRDRAFT_103406/MYCGRDRAFT_103449/MYCGRDRAFT_69026/MYCGRDRAFT_37747/MYCGRDRAFT_108572/MYCGRDRAFT_56675/MYCGRDRAFT_85212/MYCGRDRAFT_69992/MYCGRDRAFT_103824/MYCGRDRAFT_23705/MYCGRDRAFT_57354/MYCGRDRAFT_70471/MYCGRDRAFT_104028/MYCGRDRAFT_99865/MYCGRDRAFT_109098/MYCGRDRAFT_104155/MYCGRDRAFT_80478/MYCGRDRAFT_40224/MYCGRDRAFT_104297/MYCGRDRAFT_104360/MYCGRDRAFT_42422/MYCGRDRAFT_104409/MYCGRDRAFT_71911/MYCGRDRAFT_86073/MYCGRDRAFT_104624/MYCGRDRAFT_104664/MYCGRDRAFT_80995/MYCGRDRAFT_27796/MYCGRDRAFT_74418/MYCGRDRAFT_74429/MYCGRDRAFT_105388/MYCGRDRAFT_74750/MYCGRDRAFT_105463/MYCGRDRAFT_100974/MYCGRDRAFT_46384/MYCGRDRAFT_105557/MYCGRDRAFT_105646/MYCGRDRAFT_28593/MYCGRDRAFT_62534",92,"blue","M2"
"GO:0034645","cellular macromolecule biosynthetic process","95/237","435/2102",2.57069422824495e-13,1.30077127949194e-11,1.18793133284161e-11,"MYCGRDRAFT_102005/MYCGRDRAFT_102027/MYCGRDRAFT_98180/MYCGRDRAFT_78124/MYCGRDRAFT_65114/MYCGRDRAFT_89043/MYCGRDRAFT_102197/MYCGRDRAFT_34437/MYCGRDRAFT_102281/MYCGRDRAFT_78410/MYCGRDRAFT_65878/MYCGRDRAFT_98428/MYCGRDRAFT_102365/MYCGRDRAFT_102384/MYCGRDRAFT_102406/MYCGRDRAFT_33005/MYCGRDRAFT_83768/MYCGRDRAFT_98518/MYCGRDRAFT_53300/MYCGRDRAFT_66529/MYCGRDRAFT_66624/MYCGRDRAFT_53755/MYCGRDRAFT_31968/MYCGRDRAFT_102737/MYCGRDRAFT_102740/MYCGRDRAFT_78914/MYCGRDRAFT_67117/MYCGRDRAFT_102848/MYCGRDRAFT_33485/MYCGRDRAFT_102881/MYCGRDRAFT_102922/MYCGRDRAFT_98880/MYCGRDRAFT_105843/MYCGRDRAFT_101353/MYCGRDRAFT_76399/MYCGRDRAFT_106350/MYCGRDRAFT_101774/MYCGRDRAFT_101782/MYCGRDRAFT_106407/MYCGRDRAFT_50274/MYCGRDRAFT_106485/MYCGRDRAFT_106489/MYCGRDRAFT_77845/MYCGRDRAFT_106533/MYCGRDRAFT_67867/MYCGRDRAFT_103070/Mg68111/MgRho2/MYCGRDRAFT_99059/MYCGRDRAFT_99159/MYCGRDRAFT_103329/MYCGRDRAFT_103339/MYCGRDRAFT_108196/MYCGRDRAFT_68767/MYCGRDRAFT_55708/MYCGRDRAFT_103406/MYCGRDRAFT_103449/MYCGRDRAFT_69026/MYCGRDRAFT_37747/MYCGRDRAFT_108572/MYCGRDRAFT_56675/MYCGRDRAFT_69782/MYCGRDRAFT_103744/MYCGRDRAFT_85212/MYCGRDRAFT_69992/MYCGRDRAFT_103824/MYCGRDRAFT_23705/MYCGRDRAFT_57354/MYCGRDRAFT_70471/MYCGRDRAFT_104028/MYCGRDRAFT_99865/MYCGRDRAFT_109098/MYCGRDRAFT_104155/MYCGRDRAFT_80478/MYCGRDRAFT_40224/MYCGRDRAFT_104297/MYCGRDRAFT_104360/MYCGRDRAFT_42422/MYCGRDRAFT_86073/MYCGRDRAFT_104624/MYCGRDRAFT_104664/MYCGRDRAFT_80995/MYCGRDRAFT_27796/MYCGRDRAFT_74418/MYCGRDRAFT_74429/MYCGRDRAFT_105388/MYCGRDRAFT_74750/MYCGRDRAFT_105463/MYCGRDRAFT_100974/MYCGRDRAFT_45952/MYCGRDRAFT_105557/MYCGRDRAFT_105646/MYCGRDRAFT_28593/MYCGRDRAFT_47713/MYCGRDRAFT_62534",95,"blue","M2"
"GO:0009059","macromolecule biosynthetic process","95/237","438/2102",4.12664923113229e-13,1.89825864632085e-11,1.73358757173883e-11,"MYCGRDRAFT_102005/MYCGRDRAFT_102027/MYCGRDRAFT_98180/MYCGRDRAFT_78124/MYCGRDRAFT_65114/MYCGRDRAFT_89043/MYCGRDRAFT_102197/MYCGRDRAFT_34437/MYCGRDRAFT_102281/MYCGRDRAFT_78410/MYCGRDRAFT_65878/MYCGRDRAFT_98428/MYCGRDRAFT_102365/MYCGRDRAFT_102384/MYCGRDRAFT_102406/MYCGRDRAFT_33005/MYCGRDRAFT_83768/MYCGRDRAFT_98518/MYCGRDRAFT_53300/MYCGRDRAFT_66529/MYCGRDRAFT_66624/MYCGRDRAFT_53755/MYCGRDRAFT_31968/MYCGRDRAFT_102737/MYCGRDRAFT_102740/MYCGRDRAFT_78914/MYCGRDRAFT_67117/MYCGRDRAFT_102848/MYCGRDRAFT_33485/MYCGRDRAFT_102881/MYCGRDRAFT_102922/MYCGRDRAFT_98880/MYCGRDRAFT_105843/MYCGRDRAFT_101353/MYCGRDRAFT_76399/MYCGRDRAFT_106350/MYCGRDRAFT_101774/MYCGRDRAFT_101782/MYCGRDRAFT_106407/MYCGRDRAFT_50274/MYCGRDRAFT_106485/MYCGRDRAFT_106489/MYCGRDRAFT_77845/MYCGRDRAFT_106533/MYCGRDRAFT_67867/MYCGRDRAFT_103070/Mg68111/MgRho2/MYCGRDRAFT_99059/MYCGRDRAFT_99159/MYCGRDRAFT_103329/MYCGRDRAFT_103339/MYCGRDRAFT_108196/MYCGRDRAFT_68767/MYCGRDRAFT_55708/MYCGRDRAFT_103406/MYCGRDRAFT_103449/MYCGRDRAFT_69026/MYCGRDRAFT_37747/MYCGRDRAFT_108572/MYCGRDRAFT_56675/MYCGRDRAFT_69782/MYCGRDRAFT_103744/MYCGRDRAFT_85212/MYCGRDRAFT_69992/MYCGRDRAFT_103824/MYCGRDRAFT_23705/MYCGRDRAFT_57354/MYCGRDRAFT_70471/MYCGRDRAFT_104028/MYCGRDRAFT_99865/MYCGRDRAFT_109098/MYCGRDRAFT_104155/MYCGRDRAFT_80478/MYCGRDRAFT_40224/MYCGRDRAFT_104297/MYCGRDRAFT_104360/MYCGRDRAFT_42422/MYCGRDRAFT_86073/MYCGRDRAFT_104624/MYCGRDRAFT_104664/MYCGRDRAFT_80995/MYCGRDRAFT_27796/MYCGRDRAFT_74418/MYCGRDRAFT_74429/MYCGRDRAFT_105388/MYCGRDRAFT_74750/MYCGRDRAFT_105463/MYCGRDRAFT_100974/MYCGRDRAFT_45952/MYCGRDRAFT_105557/MYCGRDRAFT_105646/MYCGRDRAFT_28593/MYCGRDRAFT_47713/MYCGRDRAFT_62534",95,"blue","M2"
"GO:0009201","ribonucleoside triphosphate biosynthetic process","9/237","11/2102",1.14943558529316e-07,4.84678671798617e-06,4.42633528020788e-06,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071/MYCGRDRAFT_75274",9,"blue","M2"
"GO:0009141","nucleoside triphosphate metabolic process","10/237","14/2102",1.84944337738437e-07,7.19860268428069e-06,6.5741347584756e-06,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071/MYCGRDRAFT_46304/MYCGRDRAFT_75274",10,"blue","M2"
"GO:0009142","nucleoside triphosphate biosynthetic process","9/237","12/2102",4.14758643357224e-07,1.39911915692504e-05,1.27774768023734e-05,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071/MYCGRDRAFT_75274",9,"blue","M2"
"GO:0009199","ribonucleoside triphosphate metabolic process","9/237","12/2102",4.14758643357224e-07,1.39911915692504e-05,1.27774768023734e-05,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071/MYCGRDRAFT_75274",9,"blue","M2"
"GO:0046034","ATP metabolic process","14/237","29/2102",6.08737786741577e-07,1.92513325057024e-05,1.75813084460232e-05,"MYCGRDRAFT_107003/MYCGRDRAFT_31400/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_76276/MYCGRDRAFT_77325/MYCGRDRAFT_82889/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_108469/MYCGRDRAFT_45721",14,"blue","M2"
"GO:0009144","purine nucleoside triphosphate metabolic process","8/237","10/2102",8.61565244565624e-07,2.42195563194559e-05,2.21185463370941e-05,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071",8,"blue","M2"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","8/237","10/2102",8.61565244565624e-07,2.42195563194559e-05,2.21185463370941e-05,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_95071",8,"blue","M2"
"GO:1902600","proton transmembrane transport","8/237","12/2102",7.72815193527291e-06,0.000205812888381478,0.00018795893072492,"MYCGRDRAFT_102202/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595",8,"blue","M2"
"GO:0046390","ribose phosphate biosynthetic process","14/237","40/2102",5.75559570387789e-05,0.00145616571308111,0.00132984553368547,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_40947/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",14,"blue","M2"
"GO:0009165","nucleotide biosynthetic process","17/237","56/2102",7.41901048542272e-05,0.00178762824077328,0.00163255418701783,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_32378/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66507/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/PRS4/PRS5/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",17,"blue","M2"
"GO:1901293","nucleoside phosphate biosynthetic process","17/237","57/2102",9.51804364595055e-05,0.00218915003856863,0.0019992445744365,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_32378/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66507/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/PRS4/PRS5/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",17,"blue","M2"
"GO:0072522","purine-containing compound biosynthetic process","12/237","33/2102",0.000130141984709905,0.00286312366361791,0.00261475200401136,"MYCGRDRAFT_107003/MYCGRDRAFT_65810/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645",12,"blue","M2"
"GO:0009260","ribonucleotide biosynthetic process","13/237","38/2102",0.000139891872483749,0.00294938697819904,0.00269353210615639,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",13,"blue","M2"
"GO:0006164","purine nucleotide biosynthetic process","11/237","29/2102",0.000161706940574809,0.00314706584349437,0.00287406262803001,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645",11,"blue","M2"
"GO:0009152","purine ribonucleotide biosynthetic process","11/237","29/2102",0.000161706940574809,0.00314706584349437,0.00287406262803001,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645",11,"blue","M2"
"GO:0055086","nucleobase-containing small molecule metabolic process","25/237","107/2102",0.000198464244562543,0.00371936695365358,0.00339671748003728,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_32378/MYCGRDRAFT_65810/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66507/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55345/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_108572/MYCGRDRAFT_56782/PRS4/PRS5/MYCGRDRAFT_109386/MYCGRDRAFT_61450/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_46304/MYCGRDRAFT_75274",25,"blue","M2"
"GO:0002181","cytoplasmic translation","8/237","17/2102",0.000228340723729797,0.00412644307883133,0.00376848036531507,"MYCGRDRAFT_65114/MYCGRDRAFT_65878/MYCGRDRAFT_102384/MYCGRDRAFT_102737/MYCGRDRAFT_101353/MYCGRDRAFT_106350/MYCGRDRAFT_109098/MYCGRDRAFT_104664",8,"blue","M2"
"GO:0006119","oxidative phosphorylation","6/237","10/2102",0.000274422701737564,0.00478820300273129,0.0043728336138944,"MYCGRDRAFT_31400/MYCGRDRAFT_76276/MYCGRDRAFT_77325/MYCGRDRAFT_82889/MYCGRDRAFT_108469/MYCGRDRAFT_45721",6,"blue","M2"
"GO:0034220","ion transmembrane transport","14/237","47/2102",0.000407769969042071,0.00687772014450959,0.00628108829506909,"MYCGRDRAFT_102202/MYCGRDRAFT_107003/MYCGRDRAFT_52717/MYCGRDRAFT_65997/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_107344/MYCGRDRAFT_66746/MYCGRDRAFT_76112/MYCGRDRAFT_106475/MYCGRDRAFT_106528/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_105721",14,"blue","M2"
"GO:0098662","inorganic cation transmembrane transport","8/237","19/2102",0.000579845242291654,0.00946457072901861,0.00864353349290445,"MYCGRDRAFT_102202/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595",8,"blue","M2"
"GO:0098655","cation transmembrane transport","9/237","24/2102",0.000720654649342452,0.0113953516427275,0.0104068220743861,"MYCGRDRAFT_102202/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_76112/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595",9,"blue","M2"
"GO:0098660","inorganic ion transmembrane transport","8/237","20/2102",0.000873558648288027,0.0133945659404164,0.0122326075469998,"MYCGRDRAFT_102202/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/MYCGRDRAFT_69273/MYCGRDRAFT_103595",8,"blue","M2"
"GO:0019693","ribose phosphate metabolic process","15/237","58/2102",0.00132497674232119,0.0186999039466216,0.0170777154827687,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_40947/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",15,"blue","M2"
"GO:0006753","nucleoside phosphate metabolic process","19/237","82/2102",0.0013304279487715,0.0186999039466216,0.0170777154827687,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_32378/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66507/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/PRS4/PRS5/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_46304/MYCGRDRAFT_75274",19,"blue","M2"
"GO:0009117","nucleotide metabolic process","19/237","82/2102",0.0013304279487715,0.0186999039466216,0.0170777154827687,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_32378/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66507/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/PRS4/PRS5/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_46304/MYCGRDRAFT_75274",19,"blue","M2"
"GO:1901135","carbohydrate derivative metabolic process","30/237","160/2102",0.0025083733861677,0.0343037009027258,0.0313279065868455,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_65810/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66624/MYCGRDRAFT_66746/RPE1/MYCGRDRAFT_33485/MYCGRDRAFT_48593/MYCGRDRAFT_106475/ERG13/Mg68111/MYCGRDRAFT_55345/MYCGRDRAFT_55692/MYCGRDRAFT_37747/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_108572/MYCGRDRAFT_40947/PRS4/PRS5/MYCGRDRAFT_40224/MYCGRDRAFT_109386/MYCGRDRAFT_86073/MYCGRDRAFT_61450/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",30,"blue","M2"
"GO:0009259","ribonucleotide metabolic process","14/237","56/2102",0.00271306253657483,0.0354636747764695,0.0323872544765344,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",14,"blue","M2"
"GO:0022900","electron transport chain","5/237","10/2102",0.00273336623771207,0.0354636747764695,0.0323872544765344,"MYCGRDRAFT_76276/MYCGRDRAFT_77325/MYCGRDRAFT_108469/MYCGRDRAFT_104644/MYCGRDRAFT_19626",5,"blue","M2"
"GO:0009116","nucleoside metabolic process","7/237","19/2102",0.00323986708877186,0.040984318672964,0.0374289908413381,"MYCGRDRAFT_65810/MYCGRDRAFT_55345/PRS4/PRS5/MYCGRDRAFT_61450/MYCGRDRAFT_95071/MYCGRDRAFT_75274",7,"blue","M2"
"GO:1901137","carbohydrate derivative biosynthetic process","23/237","115/2102",0.00348567477102764,0.0430183276619509,0.0392865526182576,"MYCGRDRAFT_102184/MYCGRDRAFT_107003/MYCGRDRAFT_65810/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66624/MYCGRDRAFT_66746/MYCGRDRAFT_33485/MYCGRDRAFT_106475/Mg68111/MYCGRDRAFT_55692/MYCGRDRAFT_37747/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_108572/MYCGRDRAFT_40947/MYCGRDRAFT_40224/MYCGRDRAFT_109386/MYCGRDRAFT_86073/MYCGRDRAFT_95071/MYCGRDRAFT_74645/MYCGRDRAFT_75274",23,"blue","M2"
"GO:0006163","purine nucleotide metabolic process","12/237","46/2102",0.00371424143687777,0.0437071201641896,0.0399155934097758,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645",12,"blue","M2"
"GO:0009150","purine ribonucleotide metabolic process","12/237","46/2102",0.00371424143687777,0.0437071201641896,0.0399155934097758,"MYCGRDRAFT_107003/MYCGRDRAFT_102469/MYCGRDRAFT_102541/MYCGRDRAFT_66746/MYCGRDRAFT_106475/ERG13/MYCGRDRAFT_55692/MYCGRDRAFT_69273/MYCGRDRAFT_103595/MYCGRDRAFT_103679/MYCGRDRAFT_95071/MYCGRDRAFT_74645",12,"blue","M2"
